url,city,deal_type,object_type,rooms,floor,floors_total,area_m2,price,currency,price_per_m2,creation_date,images_folder_url,urgent_tag
https://edc.sale/ru/samara/storage-sale/proizvodstvenno-skladskoj-kompleks-2130955.html,Samara,,,,3.0,1.0,412.7,97000000.0,RUB,235037.5575478556,18.08.2025,https://edc.sale/files/images/items/2130/,False
https://edc.sale/ru/rostov-na-donu/real-estate/sale/apartments/3/3-komn-kv-508-m2-45-etazh-2130944.html,Rostov Na Donu,sell,apartments,3.0,4.0,5.0,50.8,6000000.0,RUB,118110.23622047245,18.08.2025,https://edc.sale/files/images/items/2130/,False
https://edc.sale/ru/sankt-peterburg/shop-sale/prodazha-kofejni-v-elitnom-zhk-2130941.html,Sankt Peterburg,,,,,,35.0,380000.0,RUB,10857.142857142857,18.08.2025,https://edc.sale/files/images/items/2130/,False
https://edc.sale/ru/shahty/real-estate/sale/houses/dom-2-et-963-m2-9-sot-2130918.html,Shahty,sell,houses,,,2.0,96.3,2950000.0,RUB,30633.43717549325,18.08.2025,https://edc.sale/files/images/items/2130/,False
https://edc.sale/ru/perm/real-estate/sale/rooms/komnata-100-m2-89-etazh-2130895.html,Perm,sell,rooms,1.0,8.0,9.0,100.0,795000.0,RUB,7950.0,18.08.2025,https://edc.sale/files/images/items/2130/,False
https://edc.sale/ru/samara/real-estate/rent/rooms/komnata-20-m2-36-etazh-2130765.html,Samara,rent,rooms,3.0,3.0,6.0,20.0,15000.0,RUB,750.0,17.08.2025,https://edc.sale/files/images/items/2130/,False
https://edc.sale/ru/krasnodar/real-estate/sale/houses/dom-1-et-70-m2-50-sot-2130764.html,Krasnodar,sell,houses,,,1.0,70.0,2800000.0,RUB,40000.0,17.08.2025,https://edc.sale/files/images/items/2130/,False
https://edc.sale/ru/pereslavl-zalesskij/real-estate/sale/land/prodam-uchastok-izhs-2130756.html,Pereslavl Zalesskij,sell,land,,,,700.0,200000.0,RUB,285.7142857142857,17.08.2025,https://edc.sale/files/images/items/2130/,False
https://edc.sale/ru/gelendzhik/real-estate/rent/one-day/apartments/2-komnaja-kvartira-2130712.html,Gelendzhik,rent,apartments,2.0,,,,7000.0,RUB,,16.08.2025,https://edc.sale/files/images/items/2130/,False
https://edc.sale/ru/moskva/real-estate/commercial/rent/shop/kommercheskoje-pomeshhenije-90m2-2130695.html,Moskva,rent,shop,,90.0,,90.0,280000.0,RUB,3111.1111111111113,16.08.2025,https://edc.sale/files/images/items/2130/,False
https://edc.sale/ru/sankt-peterburg/real-estate/sale/houses/dom-2-et-1023-m2-6-sot-2130667.html,Sankt Peterburg,sell,houses,,,2.0,102.3,9850000.0,RUB,96285.43499511242,16.08.2025,https://edc.sale/files/images/items/2130/,False
https://edc.sale/ru/tashtagol/real-estate/sale/houses/dom-2-et-246-m2-12-sot-2130657.html,Tashtagol,sell,houses,,,2.0,246.0,15500.0,RUB,63.00813008130081,16.08.2025,https://edc.sale/files/images/items/2130/,False
https://edc.sale/ru/tobolsk/real-estate/rent/apartments/1/1-komn-kv-35-m2-45-etazh-2130599.html,Tobolsk,rent,apartments,1.0,4.0,5.0,35.0,18000.0,RUB,514.2857142857143,16.08.2025,https://edc.sale/files/images/items/2130/,False
https://edc.sale/ru/krasnodar/real-estate/sale/houses/dom-1-et-110-m2-457-sot-2130473.html,Krasnodar,sell,houses,,,1.0,110.0,7300000.0,RUB,66363.63636363637,15.08.2025,https://edc.sale/files/images/items/2130/,False
https://edc.sale/ru/izhevsk/real-estate/sale/land/uchastok-5-sotok-v-snt-oktabr-s-domom-2130457.html,Izhevsk,sell,land,,,,500.0,970000.0,RUB,1940.0,15.08.2025,https://edc.sale/files/images/items/2130/,False
https://edc.sale/ru/shushenskoje/real-estate/rent/one-day/apartments/shushenskoje-posutochno-2130425.html,Shushenskoje,rent,apartments,2.0,,,,2000.0,RUB,,14.08.2025,https://edc.sale/files/images/items/2130/,False
https://edc.sale/ru/shuja-ivanovskaja-oblast/real-estate/sale/apartments/2/2-komn-kv-503-m2-22-etazh-2130401.html,Shuja Ivanovskaja Oblast,sell,apartments,2.0,2.0,2.0,50.3,4000000.0,RUB,79522.86282306163,14.08.2025,https://edc.sale/files/images/items/2130/,False
https://edc.sale/ru/ekaterinburg/real-estate/sale/houses/dom-1-et-122-m2-723-sot-2130325.html,Ekaterinburg,sell,houses,,,1.0,122.0,9750000.0,RUB,79918.03278688525,14.08.2025,https://edc.sale/files/images/items/2130/,False
https://edc.sale/ru/krasnodar/real-estate/sale/houses/dom-1-et-228-m2-672-sot-2130317.html,Krasnodar,sell,houses,,,1.0,228.0,12000000.0,RUB,52631.57894736842,14.08.2025,https://edc.sale/files/images/items/2130/,False
https://edc.sale/ru/adygejsk/real-estate/sale/houses/dom-1-et-89-m2-34-sot-2130315.html,Adygejsk,sell,houses,,,1.0,89.0,3100000.0,RUB,34831.4606741573,14.08.2025,https://edc.sale/files/images/items/2130/,False
https://edc.sale/ru/tumen/real-estate/rent/apartments/2/2-komn-kv-441-m2-45-etazh-2130306.html,Tumen,rent,apartments,2.0,4.0,5.0,44.1,25000.0,RUB,566.8934240362812,14.08.2025,https://edc.sale/files/images/items/2130/,False
https://edc.sale/ru/pskov/real-estate/rent/apartments/2/2-komn-kv-46-m2-55-etazh-2130295.html,Pskov,rent,apartments,2.0,5.0,5.0,46.0,3600000.0,RUB,78260.86956521739,13.08.2025,https://edc.sale/files/images/items/2130/,False
https://edc.sale/ru/sankt-peterburg/real-estate/sale/apartments/studio/kvartira-studija-28-m2-919-etazh-2130286.html,Sankt Peterburg,sell,apartments,1.0,9.0,19.0,28.0,6250000.0,RUB,223214.2857142857,13.08.2025,https://edc.sale/files/images/items/2130/,False
https://edc.sale/ru/cheboksary/commercial-property/sale/other/nezhiloje-pomeshhenije-187-kvm-2130260.html,Cheboksary,,,,,,18.7,650000.0,RUB,34759.358288770054,13.08.2025,https://edc.sale/files/images/items/2130/,False
https://edc.sale/ru/moskva/commercial-property/sale/other/prodajetsa-arendnyj-biznes-3-915-m2-2130240.html,Moskva,,,,50.0,5.0,3915.0,950000000.0,RUB,242656.44955300126,13.08.2025,https://edc.sale/files/images/items/2130/,False
https://edc.sale/ru/kaluga/real-estate/sale/land/prodam-zemlu-selkhoznaznachenija-2130150.html,Kaluga,sell,land,,,,256300.0,770000.0,RUB,3.004291845493562,13.08.2025,https://edc.sale/files/images/items/2130/,False
https://edc.sale/ru/krasnodar/real-estate/sale/houses/dom-2-et-84-m2-6-sot-2130139.html,Krasnodar,sell,houses,,,2.0,84.0,2700000.0,RUB,32142.85714285714,13.08.2025,https://edc.sale/files/images/items/2130/,False
https://edc.sale/ru/krasnodar/real-estate/sale/houses/dom-2-et-64-m2-524-sot-2130138.html,Krasnodar,sell,houses,,,2.0,64.0,5300000.0,RUB,82812.5,13.08.2025,https://edc.sale/files/images/items/2130/,False
https://edc.sale/ru/sochi/real-estate/sale/apartments/1/1-komn-kv-33-m2-35-etazh-2130121.html,Sochi,sell,apartments,1.0,3.0,5.0,33.0,8000000.0,RUB,242424.24242424243,13.08.2025,https://edc.sale/files/images/items/2130/,False
https://edc.sale/ru/sochi/real-estate/sale/houses/dom-1-et-98-m2-10-sot-2130120.html,Sochi,sell,houses,,,1.0,98.0,14500000.0,RUB,147959.18367346938,13.08.2025,https://edc.sale/files/images/items/2130/,False
https://edc.sale/ru/rostov-na-donu/real-estate/sale/houses/dom-1-et-78-m2-12-sot-2130117.html,Rostov Na Donu,sell,houses,,,1.0,78.0,2300.0,RUB,29.487179487179485,13.08.2025,https://edc.sale/files/images/items/2130/,False
https://edc.sale/ru/sochi/real-estate/sale/houses/dom-3-et-130-m2-1-sot-2130107.html,Sochi,sell,houses,,,3.0,130.0,40000000.0,RUB,307692.3076923077,12.08.2025,https://edc.sale/files/images/items/2130/,False
https://edc.sale/ru/sochi/real-estate/sale/houses/dom-3-et-130-m2-15-sot-2130103.html,Sochi,sell,houses,,,3.0,130.0,34000000.0,RUB,261538.46153846153,12.08.2025,https://edc.sale/files/images/items/2130/,False
https://edc.sale/ru/smolensk/real-estate/sale/houses/dom-2-et-391-m2-400-sot-2130028.html,Smolensk,sell,houses,,,2.0,391.0,13000000.0,RUB,33248.08184143223,12.08.2025,https://edc.sale/files/images/items/2130/,False
https://edc.sale/ru/kemerovo/real-estate/sale/apartments/studio/kvartira-studija-17-m2-89-etazh-2130027.html,Kemerovo,sell,apartments,1.0,8.0,9.0,17.0,1700000.0,RUB,100000.0,12.08.2025,https://edc.sale/files/images/items/2130/,False
https://edc.sale/ru/doneck/real-estate/sale/apartments/3/3-komn-kv-1069-m2-11-etazh-2130003.html,Doneck,sell,apartments,3.0,1.0,1.0,106.9,5000000.0,RUB,46772.68475210477,12.08.2025,https://edc.sale/files/images/items/2130/,False
https://edc.sale/ru/tomsk/real-estate/rent/houses/sdam-ofisnyj-kompleks-2129939.html,Tomsk,rent,houses,,,,50.0,34000.0,RUB,680.0,12.08.2025,https://edc.sale/files/images/items/2129/,False
https://edc.sale/ru/tomsk/real-estate/rent/houses/sdam-proizvodstvenno-skladskoje-pomeshhenije-2129938.html,Tomsk,rent,houses,,,,189.0,120000.0,RUB,634.9206349206349,12.08.2025,https://edc.sale/files/images/items/2129/,False
https://edc.sale/ru/bogorodick/manufacturing-rent/sdam-v-arendu-sklad-proizvodstvennoje-pomeshhenije-2129915.html,Bogorodick,,,,1.0,,,600000.0,RUB,,11.08.2025,https://edc.sale/files/images/items/2129/,False
https://edc.sale/ru/moskva/office-rent/svobodnogo-naznachenija-114-m2-2129870.html,Moskva,,,,,,114.0,260000.0,RUB,2280.7017543859647,11.08.2025,https://edc.sale/files/images/items/2129/,False
https://edc.sale/ru/sevastopol/real-estate/sale/apartments/studio/kvartira-studija-25-m2-36-etazh-2129851.html,Sevastopol,sell,apartments,1.0,3.0,6.0,25.0,3700000.0,RUB,148000.0,11.08.2025,https://edc.sale/files/images/items/2129/,False
https://edc.sale/ru/sevastopol/real-estate/sale/houses/dom-2-et-130-m2-4-sot-2129849.html,Sevastopol,sell,houses,,,2.0,130.0,14500000.0,RUB,111538.46153846153,11.08.2025,https://edc.sale/files/images/items/2129/,False
https://edc.sale/ru/barnaul/real-estate/sale/houses/dom-1-et-60-m2-10-sot-2129831.html,Barnaul,sell,houses,,,1.0,60.0,5000000.0,RUB,83333.33333333333,11.08.2025,https://edc.sale/files/images/items/2129/,False
https://edc.sale/ru/samara/real-estate/sale/parking-spaces/mashinomesto-2129799.html,Samara,sell,parking-spaces,,2.0,,18.4,900000.0,RUB,48913.04347826087,11.08.2025,https://edc.sale/files/images/items/2129/,False
https://edc.sale/ru/sochi/real-estate/sale/houses/dom-3-et-130-m2-15-sot-2129755.html,Sochi,sell,houses,,,3.0,130.0,35000000.0,RUB,269230.76923076925,10.08.2025,https://edc.sale/files/images/items/2129/,False
https://edc.sale/ru/sankt-peterburg/building-rent/sdajetsa-zdanije-na-pervoj-linii-torfanoj-dorogi-180-m2-2129754.html,Sankt Peterburg,,,,,,180.0,342000.0,RUB,1900.0,10.08.2025,https://edc.sale/files/images/items/2129/,False
https://edc.sale/ru/samara/real-estate/sale/houses/dom-2-et-240-m2-15-sot-2129741.html,Samara,sell,houses,,,2.0,240.0,22000000.0,RUB,91666.66666666667,10.08.2025,https://edc.sale/files/images/items/2129/,False
https://edc.sale/ru/luga/real-estate/sale/houses/dom-1-et-58-m2-26-sot-2129635.html,Luga,sell,houses,,,1.0,58.0,2995000.0,RUB,51637.93103448276,10.08.2025,https://edc.sale/files/images/items/2129/,False
https://edc.sale/ru/nizhnij-novgorod/real-estate/sale/land/zemelnyj-uchastok-10-sotok-2129623.html,Nizhnij Novgorod,sell,land,,,,1000.0,3500000.0,RUB,3500.0,09.08.2025,https://edc.sale/files/images/items/2129/,False
https://edc.sale/ru/krasnodar/real-estate/sale/houses/dom-2-et-130-m2-185-sot-2129590.html,Krasnodar,sell,houses,,,2.0,130.0,11000000.0,RUB,84615.38461538461,09.08.2025,https://edc.sale/files/images/items/2129/,False
https://edc.sale/ru/kazan/real-estate/sale/apartments/2/2-komn-kv-60-m2-59-etazh-2129552.html,Kazan,sell,apartments,2.0,5.0,9.0,60.0,8650000.0,RUB,144166.66666666666,09.08.2025,https://edc.sale/files/images/items/2129/,False
https://edc.sale/ru/korsakov/real-estate/sale/apartments/2/2-komn-kv-44-m2-44-etazh-2129538.html,Korsakov,sell,apartments,2.0,4.0,4.0,44.0,6000000.0,RUB,136363.63636363635,09.08.2025,https://edc.sale/files/images/items/2129/,False
https://edc.sale/ru/losino-petrovskij/real-estate/sale/houses/dom-3-et-1835-m2-65-sot-2129534.html,Losino Petrovskij,sell,houses,,,3.0,183.5,21500000.0,RUB,117166.21253405995,09.08.2025,https://edc.sale/files/images/items/2129/,False
https://edc.sale/ru/kaliningrad/real-estate/sale/houses/dom-1-et-70-m2-16-sot-2129483.html,Kaliningrad,sell,houses,,,1.0,70.0,5500000.0,RUB,78571.42857142857,08.08.2025,https://edc.sale/files/images/items/2129/,False
https://edc.sale/ru/saki/real-estate/sale/houses/dom-1-et-95-m2-67-sot-2129465.html,Saki,sell,houses,,,1.0,95.0,7200000.0,RUB,75789.47368421052,08.08.2025,https://edc.sale/files/images/items/2129/,False
https://edc.sale/ru/perm/real-estate/sale/apartments/studio/kvartira-studija-28-m2-1025-etazh-2129432.html,Perm,sell,apartments,1.0,10.0,25.0,28.0,3600000.0,RUB,128571.42857142857,08.08.2025,https://edc.sale/files/images/items/2129/,False
https://edc.sale/ru/voronezh/real-estate/sale/garages/sdam-v-arendu-garazh-23-j-mkr-2129430.html,Voronezh,sell,garages,,,,,4000.0,RUB,,08.08.2025,https://edc.sale/files/images/items/2129/,False
https://edc.sale/ru/novosibirsk/storage-rent/arenda-skladskih-pomeshhenij-b-klassa-ot-sobstvennika-2129421.html,Novosibirsk,,,,,,1000.0,600.0,RUB,0.6,08.08.2025,https://edc.sale/files/images/items/2129/,False
https://edc.sale/ru/michurinsk/real-estate/sale/apartments/2/2-komn-kv-526-m2-35-etazh-2129355.html,Michurinsk,sell,apartments,2.0,3.0,5.0,52.6,3850000.0,RUB,73193.91634980988,08.08.2025,https://edc.sale/files/images/items/2129/,False
https://edc.sale/ru/kaliningrad/real-estate/sale/apartments/3/3-komn-kv-651-m2-69-etazh-2129350.html,Kaliningrad,sell,apartments,3.0,6.0,9.0,65.1,7500000.0,RUB,115207.37327188942,08.08.2025,https://edc.sale/files/images/items/2129/,False
https://edc.sale/ru/krasnojarsk/real-estate/rent/apartments/1/1-komn-kv-41-m2-618-etazh-2129284.html,Krasnojarsk,rent,apartments,1.0,6.0,18.0,41.0,28000.0,RUB,682.9268292682926,07.08.2025,https://edc.sale/files/images/items/2129/,False
https://edc.sale/ru/sankt-peterburg/real-estate/sale/houses/dom-1-et-18-m2-18-sot-2129261.html,Sankt Peterburg,sell,houses,,,1.0,18.0,3999000.0,RUB,222166.66666666666,07.08.2025,https://edc.sale/files/images/items/2129/,False
https://edc.sale/ru/taganrog/real-estate/sale/houses/dom-1-et-581-m2-164-sot-2129250.html,Taganrog,sell,houses,,,1.0,58.1,1700000.0,RUB,29259.896729776247,07.08.2025,https://edc.sale/files/images/items/2129/,False
https://edc.sale/ru/toljatti/real-estate/sale/apartments/2/2-komn-kv-439-m2-19-etazh-2129181.html,Toljatti,sell,apartments,2.0,1.0,9.0,43.9,4500000.0,RUB,102505.69476082004,07.08.2025,https://edc.sale/files/images/items/2129/,False
https://edc.sale/ru/krasnodar/real-estate/rent/apartments/3/3-komn-kv-50-m2-29-etazh-2129171.html,Krasnodar,rent,apartments,3.0,2.0,9.0,50.0,35000.0,RUB,700.0,07.08.2025,https://edc.sale/files/images/items/2129/,False
https://edc.sale/ru/istra/shop-rent/sdajutsa-v-arendu-torgovyje-ploshhadi-ot-1-m2-v-motk-snegiri-go-istra-2129150.html,Istra,,,,,2.0,1.0,600.0,RUB,600.0,07.08.2025,https://edc.sale/files/images/items/2129/,False
https://edc.sale/ru/moskva/real-estate/sale/apartments/2/2-komn-kv-41-m2-1114-etazh-2129148.html,Moskva,sell,apartments,2.0,11.0,14.0,41.0,14200000.0,RUB,346341.46341463417,07.08.2025,https://edc.sale/files/images/items/2129/,False
https://edc.sale/ru/orenburg/real-estate/sale/apartments/1/1-komn-kv-41-m2-1117-etazh-2129109.html,Orenburg,sell,apartments,1.0,11.0,17.0,41.0,4400000.0,RUB,107317.0731707317,06.08.2025,https://edc.sale/files/images/items/2129/,False
https://edc.sale/ru/perm/real-estate/sale/houses/dom-2-et-110-m2-18-sot-2129094.html,Perm,sell,houses,,,2.0,110.0,3700000.0,RUB,33636.36363636364,06.08.2025,https://edc.sale/files/images/items/2129/,False
https://edc.sale/ru/simferopol/real-estate/sale/houses/dom-1-et-165-m2-10-sot-2129083.html,Simferopol,sell,houses,,,1.0,165.0,15500000.0,RUB,93939.39393939394,06.08.2025,https://edc.sale/files/images/items/2129/,False
https://edc.sale/ru/mytishhi/real-estate/sale/apartments/1/1-komn-kv-336-m2-212-etazh-2129061.html,Mytishhi,sell,apartments,1.0,2.0,12.0,33.6,6300000.0,RUB,187500.0,06.08.2025,https://edc.sale/files/images/items/2129/,False
https://edc.sale/ru/toljatti/real-estate/sale/apartments/2/2-komn-kv-517-m2-39-etazh-2129044.html,Toljatti,sell,apartments,2.0,3.0,9.0,51.7,5200000.0,RUB,100580.27079303675,06.08.2025,https://edc.sale/files/images/items/2129/,False
https://edc.sale/ru/lobna/real-estate/rent/rooms/komnata-25-m2-117-etazh-2129031.html,Lobna,rent,rooms,1.0,1.0,17.0,25.0,3200.0,RUB,128.0,06.08.2025,https://edc.sale/files/images/items/2129/,False
https://edc.sale/ru/gorno-altajsk/real-estate/sale/houses/dom-1-et-56-m2-12-sot-2129028.html,Gorno Altajsk,sell,houses,,,1.0,56.0,20000000.0,RUB,357142.85714285716,06.08.2025,https://edc.sale/files/images/items/2129/,False
https://edc.sale/ru/sankt-peterburg/real-estate/sale/houses/dom-2-et-160-m2-10-sot-2128961.html,Sankt Peterburg,sell,houses,,,2.0,160.0,16900000.0,RUB,105625.0,05.08.2025,https://edc.sale/files/images/items/2128/,False
https://edc.sale/ru/nizhnij-novgorod/real-estate/rent/apartments/3/3-komn-kv-45-m2-55-etazh-2128906.html,Nizhnij Novgorod,rent,apartments,3.0,5.0,5.0,45.0,31000.0,RUB,688.8888888888889,05.08.2025,https://edc.sale/files/images/items/2128/,False
https://edc.sale/ru/engels/real-estate/sale/apartments/2/2-komn-kv-62-m2-210-etazh-2128838.html,Engels,sell,apartments,2.0,2.0,10.0,62.0,6500000.0,RUB,104838.70967741935,05.08.2025,https://edc.sale/files/images/items/2128/,False
https://edc.sale/ru/novokuzneck/real-estate/rent/apartments/2/2-komn-kv-45-m2-15-etazh-2128821.html,Novokuzneck,rent,apartments,2.0,1.0,5.0,45.0,15.0,RUB,0.3333333333333333,05.08.2025,https://edc.sale/files/images/items/2128/,False
https://edc.sale/ru/sankt-peterburg/real-estate/commercial/rent/office/sdacha-v-arendu-ofisa-2128795.html,Sankt Peterburg,rent,office,,,,97.9,95000.0,RUB,970.3779366700714,04.08.2025,https://edc.sale/files/images/items/2128/,False
https://edc.sale/ru/sankt-peterburg/real-estate/commercial/sale/office/prodazha-ofisa-2128792.html,Sankt Peterburg,sell,office,,1.0,,116.7,27500000.0,RUB,235646.95801199655,04.08.2025,https://edc.sale/files/images/items/2128/,False
https://edc.sale/ru/ufa/real-estate/sale/garages/prodam-kladovyje-g-ufa-ul-artezianskaja-d11-2128789.html,Ufa,sell,garages,,1.0,,2.8,110000.0,RUB,39285.71428571429,04.08.2025,https://edc.sale/files/images/items/2128/,False
https://edc.sale/ru/ufa/real-estate/sale/land/prodajotsa-zemelnyj-uchastok-izhs-2128773.html,Ufa,sell,land,,,,2880.0,800000.0,RUB,277.77777777777777,04.08.2025,https://edc.sale/files/images/items/2128/,False
https://edc.sale/ru/kirov/real-estate/sale/houses/dom-1-et-50-m2-14-sot-2128754.html,Kirov,sell,houses,,,1.0,50.0,1700000.0,RUB,34000.0,04.08.2025,https://edc.sale/files/images/items/2128/,False
https://edc.sale/ru/ekaterinburg/real-estate/sale/apartments/studio/kvartira-studija-219-m2-1016-etazh-2128748.html,Ekaterinburg,sell,apartments,1.0,10.0,16.0,21.9,4849000.0,RUB,221415.52511415526,04.08.2025,https://edc.sale/files/images/items/2128/,False
https://edc.sale/ru/kazan/real-estate/sale/apartments/1/1-komn-kv-455-m2-518-etazh-2128747.html,Kazan,sell,apartments,1.0,5.0,18.0,45.5,8500000.0,RUB,186813.18681318683,04.08.2025,https://edc.sale/files/images/items/2128/,False
https://edc.sale/ru/konakovo/real-estate/sale/houses/dom-2-et-460-m2-15-sot-2128699.html,Konakovo,sell,houses,,,2.0,460.0,11000000.0,RUB,23913.043478260868,04.08.2025,https://edc.sale/files/images/items/2128/,False
https://edc.sale/ru/sochi/real-estate/sale/land/prodam-zemlu-2128681.html,Sochi,sell,land,,,,3000.0,25000000.0,RUB,8333.333333333334,04.08.2025,https://edc.sale/files/images/items/2128/,False
https://edc.sale/ru/sochi/real-estate/sale/land/zemelnyj-uchastok-s-khoroshim-vidom-2128668.html,Sochi,sell,land,,,,700.0,25000000.0,RUB,35714.28571428572,04.08.2025,https://edc.sale/files/images/items/2128/,False
https://edc.sale/ru/lesosibirsk/real-estate/sale/houses/dom-1-et-805-m2-12-sot-2128657.html,Lesosibirsk,sell,houses,,,1.0,80.5,1500000.0,RUB,18633.540372670806,04.08.2025,https://edc.sale/files/images/items/2128/,False
https://edc.sale/ru/moskva/real-estate/sale/houses/dom-2-et-123-m2-18-sot-2128583.html,Moskva,sell,houses,,,2.0,123.0,18000000.0,RUB,146341.46341463414,03.08.2025,https://edc.sale/files/images/items/2128/,False
https://edc.sale/ru/ekaterinburg/real-estate/sale/apartments/2/2-komn-kv-654-m2-1319-etazh-2128513.html,Ekaterinburg,sell,apartments,2.0,13.0,19.0,65.4,10736000.0,RUB,164159.0214067278,03.08.2025,https://edc.sale/files/images/items/2128/,False
https://edc.sale/ru/moskva/real-estate/sale/land/zemelnyj-uchastok-2128505.html,Moskva,sell,land,,,,1000.0,120000.0,RUB,120.0,03.08.2025,https://edc.sale/files/images/items/2128/,False
https://edc.sale/ru/nizhnij-tagil/real-estate/sale/apartments/2/2-komn-kv-70-m2-46-etazh-2128494.html,Nizhnij Tagil,sell,apartments,2.0,4.0,6.0,70.0,5300000.0,RUB,75714.28571428571,03.08.2025,https://edc.sale/files/images/items/2128/,False
https://edc.sale/ru/tomsk/real-estate/sale/houses/dom-1-et-52-m2-9-sot-2128490.html,Tomsk,sell,houses,,,1.0,52.0,5500000.0,RUB,105769.23076923077,03.08.2025,https://edc.sale/files/images/items/2128/,False
https://edc.sale/ru/samara/real-estate/sale/houses/dom-1-et-367-m2-1441-sot-2128482.html,Samara,sell,houses,,,1.0,36.7,450000.0,RUB,12261.580381471389,03.08.2025,https://edc.sale/files/images/items/2128/,False
https://edc.sale/ru/pskov/real-estate/rent/apartments/1/1-komn-kv-43-m2-39-etazh-2128477.html,Pskov,rent,apartments,1.0,3.0,9.0,43.0,100.0,RUB,2.3255813953488373,02.08.2025,https://edc.sale/files/images/items/2128/,False
https://edc.sale/ru/ufa/real-estate/sale/land/prodajetsa-sadovyj-uchastok-2128475.html,Ufa,sell,land,,,,600.0,600000.0,RUB,1000.0,02.08.2025,https://edc.sale/files/images/items/2128/,False
https://edc.sale/ru/petrozavodsk/real-estate/sale/land/zemelnyj-uchastok-v-respublike-karelija-v-dinamichno-razvivajushhemsa-rajone-v-pchalna-2128430.html,Petrozavodsk,sell,land,,,,1100.0,1600000.0,RUB,1454.5454545454545,02.08.2025,https://edc.sale/files/images/items/2128/,False
https://edc.sale/ru/stavropol/real-estate/sale/apartments/1/1-komn-kv-36-m2-610-etazh-2128406.html,Stavropol,sell,apartments,1.0,6.0,10.0,36.0,3790000.0,RUB,105277.77777777778,02.08.2025,https://edc.sale/files/images/items/2128/,False
https://edc.sale/ru/tambov/real-estate/sale/houses/dom-1-et-57-m2-35-sot-2128393.html,Tambov,sell,houses,,,1.0,57.0,700000.0,RUB,12280.701754385966,02.08.2025,https://edc.sale/files/images/items/2128/,False
https://edc.sale/ru/samara/real-estate/rent/houses/sdam-domik-za-volgoj-2128373.html,Samara,rent,houses,,,,1.0,3000.0,RUB,3000.0,02.08.2025,https://edc.sale/files/images/items/2128/,True
https://edc.sale/ru/bratsk/shop-rent/sdam-kommercheskuju-nedvizhimost-2128339.html,Bratsk,,,,,,476.0,450000.0,RUB,945.3781512605042,01.08.2025,https://edc.sale/files/images/items/2128/,False
https://edc.sale/ru/orel/real-estate/sale/land/prodaju-zemlu-skh-naznachenija-10-1-ga-orlovskaja-oblast-2128302.html,Orel,sell,land,,,,101000.0,10000000.0,RUB,99.00990099009901,01.08.2025,https://edc.sale/files/images/items/2128/,False
https://edc.sale/ru/orel/real-estate/sale/land/prodaju-zemlu-skh-naznachenija-116-ga-orlovskaja-oblast-2128300.html,Orel,sell,land,,,,116000.0,10000000.0,RUB,86.20689655172414,01.08.2025,https://edc.sale/files/images/items/2128/,False
https://edc.sale/ru/ekaterinburg/real-estate/sale/houses/dom-1-et-108-m2-9-sot-2128196.html,Ekaterinburg,sell,houses,,,1.0,108.0,7500000.0,RUB,69444.44444444444,31.07.2025,https://edc.sale/files/images/items/2128/,False
https://edc.sale/ru/slavansk-na-kubani/real-estate/sale/land/prodajotsa-uchastok-s-domom-slavansk-na-kubani-2128157.html,Slavansk Na Kubani,sell,land,,,,897.0,6500000.0,RUB,7246.376811594203,31.07.2025,https://edc.sale/files/images/items/2128/,False
https://edc.sale/ru/istra/real-estate/sale/land/prodajotsa-dachnyj-uchastok-s-domom-2128122.html,Istra,sell,land,,,,67.0,7000000.0,RUB,104477.6119402985,31.07.2025,https://edc.sale/files/images/items/2128/,False
https://edc.sale/ru/zernograd/real-estate/sale/apartments/3/3-komn-kv-554-m2-24-etazh-2128045.html,Zernograd,sell,apartments,3.0,2.0,4.0,55.4,1750000.0,RUB,31588.447653429605,30.07.2025,https://edc.sale/files/images/items/2128/,False
https://edc.sale/ru/zernograd/real-estate/sale/apartments/3/3-komn-kv-554-m2-24-etazh-2128049.html,Zernograd,sell,apartments,3.0,2.0,4.0,55.4,1750000.0,RUB,31588.447653429605,30.07.2025,https://edc.sale/files/images/items/2128/,False
https://edc.sale/ru/sochi/real-estate/sale/land/prodam-zemelnyj-uchastok-2128035.html,Sochi,sell,land,,,,300.0,4750000.0,RUB,15833.333333333334,30.07.2025,https://edc.sale/files/images/items/2128/,False
https://edc.sale/ru/moskva/real-estate/sale/apartments/1/1-komn-kv-375-m2-217-etazh-2128019.html,Moskva,sell,apartments,1.0,2.0,17.0,37.5,12000000.0,RUB,320000.0,30.07.2025,https://edc.sale/files/images/items/2128/,False
https://edc.sale/ru/ivanovo/real-estate/sale/apartments/3/3-komn-kv-71-m2-810-etazh-2128009.html,Ivanovo,sell,apartments,3.0,8.0,10.0,71.0,7950000.0,RUB,111971.8309859155,30.07.2025,https://edc.sale/files/images/items/2128/,False
https://edc.sale/ru/balakovo/real-estate/sale/apartments/2/2-komn-kv-41-m2-25-etazh-2127964.html,Balakovo,sell,apartments,2.0,2.0,5.0,41.0,3200000.0,RUB,78048.78048780488,30.07.2025,https://edc.sale/files/images/items/2127/,False
https://edc.sale/ru/balakovo/real-estate/sale/houses/dom-1-et-50-m2-5-sot-2127960.html,Balakovo,sell,houses,,,1.0,50.0,5300000.0,RUB,106000.0,30.07.2025,https://edc.sale/files/images/items/2127/,False
